#pfamid seq_len neff distprob_norm distprob_raw estimated_tmscore probability_tmscore_gt_05
PF14778 362 167 -0.06571 -262.43 0.40113 0.2203
PF14780 190 276 -0.10649 -186.36 0.63036 0.83517
PF14782 440 104 -0.07418 -338.9 0.40143 0.21792
PF14784 125 79 -0.09066 -83.86 0.43749 0.3268
PF14798 252 91 -0.06621 -133.56 0.36816 0.15208
PF14799 101 78 -0.07272 -27.27 0.30676 0.12228
PF14800 292 55 -0.05512 -159.57 0.34985 0.1148
PF14802 235 88 -0.08964 -166.28 0.48646 0.48561
PF14808 256 120 -0.08231 -201.09 0.48252 0.46842
PF14816 353 114 -0.06711 -217.9 0.38827 0.19018
PF14817 784 44 -0.04415 -588.42 0.28465 0.01036
PF14818 142 10 -0.03134 -7.43 0.22984 0.04246
PF14825 154 108 -0.06063 -63.9 0.2787 0.09146
PF14831 272 81 -0.06933 -146.84 0.38014 0.17279
PF14837 209 59 -0.08601 -147.25 0.46447 0.41711
PF14839 232 60 -0.06083 -113.44 0.33764 0.12103
PF14846 83 152 -0.15585 -70.76 0.66099 0.85306
PF14856 100 221 -0.13326 -93.41 0.64094 0.84146
PF14857 413 60 -0.05763 -208.84 0.3357 0.07039
PF14858 540 45 -0.05366 -322.45 0.31612 0.03902
PF14868 553 98 -0.07757 -437.72 0.37051 0.14371
PF14875 158 88 -0.0505 -53.22 0.24954 0.06264
PF14879 139 71 -0.11862 -178.17 0.69597 0.91902
PF14882 53 278 -0.08328 -4.0 0.35014 0.16632
PF14886 150 88 -0.06312 -76.38 0.3016 0.11438
PF14892 103 101 -0.06508 -32.93 0.27538 0.09454
PF14895 346 58 -0.05812 -189.18 0.35434 0.11137
PF14897 352 806 -0.09168 -287.32 0.5075 0.52331
PF14898 92 84 -0.1763 -64.35 0.69505 0.87544
PF14899 63 101 -0.07747 -0.23 0.30404 0.12138
PF14900 224 266 -0.10574 -202.08 0.61815 0.81207
PF14902 139 111 -0.09552 -85.97 0.45081 0.36681
PF14904 93 315 -0.1564 -83.68 0.6718 0.87902
PF14906 319 41 -0.05773 -174.51 0.35606 0.11888
PF14909 139 59 -0.07564 -86.91 0.38748 0.20586
PF14910 706 190 -0.04908 -657.88 0.30577 0.02977
PF14914 147 22 -0.05244 -37.39 0.24668 0.06169
PF14917 123 19 -0.04536 -27.94 0.23865 0.05458
PF14918 270 13 -0.06416 -162.78 0.37938 0.17256
PF14919 340 29 -0.06008 -193.39 0.36181 0.12808
PF14921 232 114 -0.06617 -165.63 0.40334 0.23097
PF14922 166 80 -0.10018 -115.41 0.49606 0.51198
PF14925 631 18 -0.05372 -454.86 0.30728 0.02994
PF14926 245 86 -0.08235 -191.96 0.48086 0.46431
PF14927 131 57 -0.09927 -51.92 0.42667 0.29534
PF14929 361 108 -0.08905 -252.18 0.46025 0.39268
PF14931 119 95 -0.06593 -0.07 0.25598 0.07373
PF14932 333 65 -0.05099 -127.47 0.30436 0.06613
PF14933 165 68 -0.06825 -83.89 0.34371 0.14767
PF14934 90 187 -0.20581 -26.96 0.78352 0.90452
PF14935 119 75 -0.15418 -48.72 0.62375 0.80131
PF14936 179 214 -0.09244 -115.45 0.45977 0.39811
PF14939 227 54 -0.07461 -167.88 0.43924 0.33682
PF14940 249 52 -0.06099 -170.52 0.38495 0.18675
PF14941 243 33 -0.06253 -150.27 0.37362 0.16437
PF14942 143 57 -0.02234 -11.02 0.22787 0.0392
PF14945 117 83 -0.05843 -28.34 0.25418 0.07184
PF14946 177 11 -0.04841 -43.9 0.24292 0.05492
PF14948 103 19 -0.07162 -43.91 0.31987 0.13604
PF14950 385 20 -0.05501 -231.15 0.34749 0.09399
PF14953 310 168 -0.05455 -203.84 0.3685 0.14531
PF14957 216 9 -0.05654 -114.71 0.31255 0.10712
PF14958 140 71 -0.09509 -111.16 0.4868 0.48066
PF14959 108 39 -0.07658 -49.85 0.36166 0.1745
PF14964 382 55 -0.07442 -292.83 0.42102 0.27307
PF14965 182 20 -0.07002 -73.87 0.3379 0.13887
PF14967 324 20 -0.05727 -187.32 0.35924 0.12451
PF14970 186 52 -0.0641 -87.24 0.32244 0.12362
PF14971 161 22 -0.06441 -72.33 0.30216 0.11285
PF14972 163 49 -0.08076 -100.38 0.40609 0.24157
PF14974 103 47 -0.112 -49.95 0.48597 0.46856
PF14975 100 20 -0.03733 -16.09 0.23347 0.04928
PF14979 149 21 -0.07033 -52.19 0.31146 0.12343
PF14983 132 15 -0.06381 -59.15 0.2847 0.10211
PF14988 206 151 -0.05195 -45.71 0.24887 0.05669
PF14989 150 60 -0.06654 -78.12 0.32389 0.13464
PF14994 277 24 -0.05625 -126.78 0.32836 0.09781
PF14995 123 88 -0.13564 -104.17 0.64933 0.86025
PF14996 146 71 -0.07189 -78.07 0.36243 0.1688
PF14997 194 90 -0.11351 -201.02 0.67159 0.89018
PF14998 86 21 -0.0868 -22.92 0.38109 0.19843
PF14999 133 10 -0.06055 -64.73 0.27814 0.09518
PF15000 110 39 -0.05942 -45.82 0.26454 0.08361
PF15002 204 76 -0.10298 -146.03 0.53256 0.62351
PF15003 191 44 -0.06507 -104.63 0.35115 0.14716
PF15006 169 59 -0.07949 -133.15 0.4331 0.31497
PF15010 335 11 -0.05548 -193.09 0.35433 0.11324
PF15011 162 88 -0.12459 -107.27 0.6008 0.77955
PF15013 75 76 -0.00037 -0.01 0.22573 0.03731
PF15014 303 28 -0.05285 -226.93 0.3793 0.17198
PF15017 71 11 -0.05688 -12.06 0.24893 0.06943
PF15019 264 75 -0.07087 -184.25 0.42535 0.29457
PF15020 708 47 -0.04278 -521.76 0.29208 0.01489
PF15027 137 12 -0.08381 -67.22 0.39625 0.22084
PF15029 233 17 -0.0611 -129.53 0.35299 0.13631
PF15030 272 12 -0.05521 -118.53 0.31201 0.0889
PF15031 126 22 -0.07742 -66.89 0.37936 0.1936
PF15035 251 48 -0.04236 -98.73 0.25156 0.05134
PF15043 158 56 -0.09279 -139.18 0.50844 0.54811
PF15044 74 144 -0.12164 -31.14 0.51486 0.54082
PF15046 279 18 -0.05673 -144.32 0.34598 0.1136
PF15047 225 17 -0.05946 -114.94 0.33081 0.11871
PF15048 122 21 -0.02838 -12.38 0.22972 0.043
PF15049 161 27 -0.08185 -86.85 0.39842 0.22398
PF15052 131 23 -0.09295 -53.35 0.41156 0.25564
PF15053 353 36 -0.06204 -213.04 0.36984 0.14615
PF15056 88 17 -0.08234 -27.91 0.36775 0.18244
PF15060 110 16 -0.05618 -26.07 0.24955 0.06791
PF15061 57 48 -0.04183 -0.67 0.23498 0.05316
PF15062 86 31 -0.01031 -1.13 0.22674 0.03908
PF15063 76 15 -0.08384 -17.1 0.36264 0.17869
PF15066 527 10 -0.05448 -247.21 0.31152 0.03303
PF15068 204 19 -0.06261 -136.05 0.36888 0.16489
PF15071 98 221 -0.10695 -37.54 0.44997 0.36016
PF15073 128 22 -0.0623 -51.84 0.27424 0.09187
PF15074 92 56 -0.07408 -22.0 0.30865 0.1248
PF15078 465 16 -0.05067 -263.37 0.32426 0.05089
PF15080 196 10 -0.05141 -72.69 0.25783 0.06572
PF15082 142 22 -0.07941 -50.66 0.36791 0.17306
PF15084 95 29 -0.09951 -46.77 0.43765 0.32647
PF15085 109 14 -0.06491 -37.19 0.2751 0.09464
PF15087 587 36 -0.05025 -361.27 0.30698 0.028
PF15089 425 13 -0.05311 -246.02 0.33487 0.06889
PF15090 479 10 -0.05272 -218.47 0.31652 0.0402
PF15091 454 14 -0.05247 -284.06 0.33332 0.06574
PF15092 89 32 -0.09508 -46.68 0.42712 0.29832
PF15093 283 28 -0.05786 -145.28 0.34911 0.11631
PF15094 215 11 -0.05556 -125.13 0.32162 0.1145
PF15099 128 14 -0.05263 -27.52 0.24493 0.06146
PF15100 244 35 -0.07586 -153.99 0.41587 0.26664
PF15103 103 15 -0.02675 -3.26 0.22941 0.04319
PF15105 189 40 -0.064 -113.61 0.35616 0.1529
PF15107 111 13 -0.04484 -24.08 0.23805 0.05461
PF15111 249 22 -0.0708 -186.98 0.43468 0.32251
PF15112 308 48 -0.07868 -173.88 0.41638 0.27035
PF15113 413 20 -0.05787 -246.2 0.34607 0.09027
PF15114 67 30 -0.0957 -1.63 0.3942 0.2226
PF15118 64 13 -0.09636 -4.53 0.39929 0.23369
PF15120 164 21 -0.09778 -108.05 0.47726 0.4531
PF15121 150 11 -0.0611 -75.4 0.28837 0.10269
PF15123 115 31 -0.06402 -52.49 0.28381 0.10298
PF15125 64 19 -0.10599 -15.37 0.43541 0.31897
PF15128 92 18 -0.02887 -2.94 0.23013 0.04471
PF15129 120 13 -0.06821 -50.41 0.30244 0.11911
PF15133 297 22 -0.05652 -155.21 0.34917 0.11268
PF15134 110 30 -0.03653 -7.6 0.23235 0.04726
PF15136 136 43 -0.07505 -23.34 0.30812 0.12044
PF15137 218 13 -0.05781 -127.87 0.33911 0.128
PF15139 193 45 -0.0551 -78.47 0.27135 0.07775
PF15140 174 16 -0.05852 -86.2 0.28926 0.0979
PF15141 84 32 -0.02066 -0.95 0.22846 0.04217
PF15146 441 26 -0.05623 -287.65 0.34483 0.08763
PF15148 199 15 -0.06586 -129.48 0.37389 0.17364
PF15149 520 25 -0.05547 -384.2 0.33523 0.07034
PF15151 142 16 -0.05917 -55.15 0.26691 0.0826
PF15153 132 17 -0.07319 -85.63 0.37907 0.19492
PF15156 280 29 -0.06903 -157.52 0.38435 0.18253
PF15158 183 25 -0.08201 -100.14 0.40108 0.22821
PF15159 97 84 -0.05853 -11.0 0.24941 0.06822
PF15160 238 23 -0.05449 -93.07 0.27937 0.076
PF15165 241 54 -0.05928 -121.12 0.33891 0.11836
PF15167 130 10 -0.06885 -65.07 0.32486 0.13849
PF15169 185 281 -0.09372 -131.49 0.48706 0.4869
PF15173 137 22 -0.0647 -62.11 0.29165 0.10799
PF15179 197 10 -0.06348 -93.06 0.32536 0.12339
PF15180 120 12 -0.06843 -56.25 0.31181 0.12768
PF15181 262 17 -0.05425 -133.88 0.32661 0.10161
PF15183 89 10 -0.04214 -1.52 0.23449 0.05127
PF15184 74 32 -0.08365 -5.52 0.34548 0.16019
PF15186 150 16 -0.07694 -17.93 0.30918 0.11954
PF15189 166 28 -0.10339 -128.73 0.53239 0.61889
PF15190 128 18 -0.07773 -50.53 0.36432 0.17208
PF15193 78 22 -0.0768 -22.73 0.32669 0.14398
PF15200 77 4 -0.07573 -20.98 0.31692 0.13496
PF15209 132 18 -0.09468 -93.26 0.46039 0.39612
PF15223 439 20 -0.04712 -255.86 0.32587 0.05439
PF15228 93 73 -0.06358 -24.73 0.26632 0.08623
PF15235 136 12 -0.06421 -48.55 0.2769 0.09369
PF15236 167 61 -0.04548 -5.59 0.23472 0.04757
PF15239 288 131 -0.0511 -143.81 0.32707 0.09212
PF15241 107 10 -0.05996 -49.17 0.2682 0.08793
PF15244 414 40 -0.05746 -171.62 0.32763 0.05879
PF15246 309 19 -0.05762 -140.07 0.34081 0.09886
PF15248 80 12 -0.01477 -1.48 0.22745 0.04065
PF15249 102 122 -0.02983 -3.7 0.23056 0.04451
PF15250 471 27 -0.05277 -265.86 0.32526 0.05219
PF15251 245 31 -0.06547 -138.41 0.371 0.15891
PF15255 139 59 -0.0608 -59.83 0.27567 0.09136
PF15256 197 28 -0.07136 -112.17 0.37654 0.17735
PF15257 114 31 -0.08614 -71.15 0.41395 0.26349
PF15258 522 24 -0.0512 -272.43 0.3129 0.0347
PF15259 144 40 -0.06352 -86.45 0.31579 0.12961
PF15260 125 21 -0.054 -48.06 0.25358 0.07066
PF15261 172 26 -0.0672 -97.37 0.35447 0.15611
PF15262 144 34 -0.05686 -50.72 0.25929 0.07457
PF15265 484 15 -0.05071 -285.47 0.32281 0.04848
PF15266 178 15 -0.05872 -70.05 0.27534 0.08475
PF15271 194 18 -0.06239 -93.9 0.32017 0.11979
PF15274 251 22 -0.05229 -133.29 0.31409 0.0961
PF15280 234 76 -0.05544 -124.91 0.32339 0.10846
PF15281 112 18 -0.08549 -36.16 0.38309 0.19793
PF15284 64 13 -0.08757 -0.18 0.36119 0.17819
PF15293 591 19 -0.05111 -384.12 0.30847 0.03003
PF15296 127 47 -0.07642 -35.92 0.33704 0.14608
PF15300 63 60 -0.15512 -18.15 0.62238 0.75106
PF15302 293 21 -0.0614 -157.67 0.36221 0.13538
PF15305 134 83 -0.06644 -51.69 0.29227 0.10781
PF15306 160 121 -0.05399 -75.96 0.26863 0.07991
PF15307 108 9 -0.05327 -34.09 0.24825 0.06655
PF15308 686 33 -0.04713 -521.57 0.2971 0.01947
PF15309 132 87 -0.01065 -0.51 0.22615 0.03631
PF15310 248 12 -0.0653 -120.62 0.35564 0.13536
PF15311 90 50 -0.04024 -13.0 0.23489 0.05149
PF15312 63 11 -0.00404 -0.0 0.22614 0.03878
PF15315 183 13 -0.06035 -84.07 0.29528 0.10139
PF15316 173 10 -0.06028 -67.21 0.27788 0.08826
PF15319 239 21 -0.06192 -142.41 0.36588 0.15248
PF15323 220 30 -0.06106 -93.05 0.31234 0.1055
PF15325 106 12 -0.06966 -38.8 0.29964 0.1173
PF15326 236 11 -0.06971 -128.82 0.37536 0.16794
PF15327 170 25 -0.06007 -77.19 0.28655 0.09645
PF15328 219 24 -0.06042 -116.19 0.33808 0.12677
PF15331 220 11 -0.0523 -122.86 0.30191 0.09619
PF15332 241 13 -0.06087 -117.85 0.34164 0.12119
PF15333 215 12 -0.05935 -84.45 0.29205 0.09111
PF15335 63 48 -0.16866 -25.47 0.67837 0.82342
PF15336 215 44 -0.053 -80.18 0.26614 0.0696
PF15340 151 10 -0.06153 -64.17 0.27964 0.09405
PF15341 174 119 -0.06565 -74.18 0.316 0.12031
PF15344 231 14 -0.06008 -114.81 0.33403 0.11913
PF15345 260 19 -0.06601 -141.46 0.37087 0.15663
PF15346 151 49 -0.07136 -0.29 0.26732 0.08189
PF15348 229 40 -0.06032 -90.36 0.30547 0.09765
PF15353 102 30 -0.09955 -53.96 0.44246 0.34026
PF15361 152 38 -0.06178 -65.12 0.28183 0.09576
PF15364 137 56 -0.05934 -61.53 0.27263 0.08856
PF15368 170 12 -0.06481 -88.73 0.32681 0.13339
PF15369 324 15 -0.04442 -111.54 0.26092 0.04547
PF15370 113 131 -0.07111 -30.65 0.30102 0.11576
PF15371 88 70 -0.06685 -3.88 0.26295 0.08289
PF15372 128 30 -0.06388 -25.93 0.26219 0.07974
PF15373 443 80 -0.04968 -249.07 0.32685 0.05511
PF15377 187 61 -0.05715 -97.5 0.29659 0.10079
PF15378 59 16 -0.05017 -0.1 0.23959 0.05918
PF15379 103 23 -0.0358 -0.07 0.23178 0.04677
PF15383 243 90 -0.08229 -183.26 0.47276 0.44045
PF15386 58 15 -0.06789 -0.07 0.26502 0.08696
PF15387 96 12 -0.06379 -9.63 0.25739 0.07716
PF15388 319 56 -0.05582 -177.95 0.354 0.11504
PF15391 177 33 -0.05531 -58.24 0.25916 0.07003
PF15392 352 26 -0.04841 -131.67 0.29523 0.0565
PF15393 168 49 -0.06835 -86.66 0.3474 0.15038
PF15396 268 11 -0.0592 -162.03 0.3666 0.14914
PF15398 299 14 -0.0521 -134.42 0.31663 0.08292
PF15400 138 22 -0.05418 -16.42 0.2436 0.05946
PF15407 64 22 -0.06239 -0.06 0.25371 0.07484
PF15419 179 19 -0.056 -78.67 0.27384 0.08267
PF15420 208 323 -0.10443 -135.24 0.51879 0.58758
PF15428 106 404 -0.10437 -79.74 0.50476 0.53066
PF15429 272 22 -0.06142 -138.08 0.355 0.12761
PF15430 68 625 -0.09938 -15.01 0.41912 0.27057
PF15434 110 20 -0.05138 -23.89 0.24345 0.06103
PF15435 198 12 -0.05699 -107.78 0.30592 0.10679
PF15436 220 68 -0.07244 -152.34 0.41237 0.25606
PF15439 403 28 -0.05501 -238.31 0.34284 0.08397
PF15440 675 32 -0.04941 -428.74 0.29515 0.0171
PF15442 150 17 -0.05933 -44.02 0.26054 0.0755
PF15443 156 12 -0.06473 -87.58 0.32446 0.13482
PF15450 530 39 -0.03678 -219.97 0.29175 0.02204
PF15453 391 13 -0.05365 -225.67 0.34124 0.08171
PF15461 287 544 -0.07076 -216.61 0.43967 0.33159
PF15462 225 12 -0.05949 -126.88 0.34633 0.13137
PF15463 158 91 -0.04913 -44.76 0.24507 0.05835
PF15472 262 12 -0.06155 -110.37 0.33531 0.1091
PF15473 152 29 -0.05397 -45.98 0.25151 0.06603
PF15477 105 57 -0.05479 -15.18 0.24534 0.06338
PF15478 137 29 -0.05194 -11.84 0.24068 0.05629
PF15479 575 12 -0.04851 -364.3 0.30857 0.02981
PF15481 95 56 -0.11227 -67.7 0.52798 0.59114
PF15483 448 24 -0.04712 -268.73 0.32589 0.05395
PF15484 156 10 -0.06552 -65.72 0.29948 0.11169
PF15487 269 29 -0.06055 -137.1 0.35275 0.12509
PF15491 298 32 -0.05381 -176.34 0.35453 0.12093
PF15496 126 301 -0.09788 -69.99 0.44656 0.35195
PF15497 92 23 -0.00094 -0.04 0.22547 0.03647
PF15501 546 35 -0.05084 -309.45 0.31134 0.03275
PF15503 144 51 -0.0586 -63.7 0.27151 0.08649
PF15504 455 20 -0.05838 -243.38 0.33162 0.06276
PF15505 79 4365 -0.12718 -33.96 0.53943 0.64429
PF15509 523 19 -0.05342 -298.72 0.31713 0.04032
PF15520 202 17 -0.06358 -95.24 0.32914 0.1249
PF15521 372 28 -0.05924 -233.56 0.36306 0.12875
PF15523 84 44 -0.1709 -63.57 0.68825 0.86693
PF15524 94 31 -0.08237 -40.86 0.38097 0.19898
PF15529 95 35 -0.0988 -38.14 0.42637 0.29523
PF15530 168 26 -0.06015 -81.5 0.29123 0.10119
PF15532 103 23 -0.08957 -50.25 0.40851 0.25022
PF15533 70 11 -0.09487 -26.85 0.4139 0.26638
PF15534 76 28 -0.11277 -38.0 0.4874 0.46654
PF15537 123 11 -0.0658 -64.55 0.30441 0.12156
PF15539 290 45 -0.05925 -179.95 0.37204 0.15608
PF15541 106 11 -0.09106 -57.37 0.41811 0.274
PF15542 93 154 -0.09078 -38.67 0.40555 0.24163
PF15545 74 15 -0.10172 -3.66 0.40977 0.25374
PF15546 261 11 -0.06233 -129.33 0.35251 0.12714
PF15548 540 14 -0.05391 -293.65 0.313 0.0349
PF15549 170 20 -0.06006 -67.44 0.27762 0.08842
PF15551 359 11 -0.05438 -192.36 0.34419 0.09118
PF15552 302 14 -0.05955 -148.62 0.35107 0.11421
PF15554 396 46 -0.0532 -222.12 0.33815 0.07567
PF15555 123 19 -0.05133 -38.03 0.24647 0.06332
PF15558 371 38 -0.01086 -18.01 0.22373 0.01978
PF15560 138 30 -0.08353 -74.34 0.40105 0.23118
PF15562 57 110 -0.16922 -29.78 0.68639 0.83459
PF15563 230 19 -0.06613 -152.24 0.38888 0.19677
PF15565 98 65 -0.16902 -91.78 0.70174 0.90054
PF15566 58 38 -0.09527 -10.48 0.40322 0.24311
PF15567 86 199 -0.13708 -47.98 0.59726 0.74543
PF15568 129 19 -0.09332 -103.78 0.47264 0.43402
PF15569 93 80 -0.12132 -72.42 0.57623 0.70807
PF15570 124 52 -0.07449 -74.94 0.37689 0.1913
PF15571 126 137 -0.12843 -115.85 0.64743 0.85896
PF15572 94 57 -0.10712 -57.85 0.48409 0.46242
PF15573 258 49 -0.0836 -188.77 0.47337 0.44278
PF15574 123 23 -0.1194 -84.41 0.56604 0.69283
PF15575 218 284 -0.11025 -212.57 0.65482 0.86657
PF15577 62 44 -0.11852 -14.1 0.47897 0.43577
PF15581 109 48 -0.06101 -12.02 0.25207 0.07068
PF15582 321 11 -0.0576 -203.89 0.36931 0.14715
PF15583 156 24 -0.09008 -100.89 0.44075 0.33815
PF15584 81 23 -0.09807 -39.91 0.43244 0.31254
PF15585 129 54 -0.10462 -103.26 0.52317 0.58645
PF15586 115 176 -0.1189 -76.93 0.55624 0.66891
PF15587 165 32 -0.06891 -122.93 0.38638 0.2027
PF15588 109 146 -0.11898 -77.1 0.56142 0.67973
PF15590 67 62 -0.1219 -19.63 0.49834 0.4897
PF15591 73 25 -0.11815 -45.72 0.52739 0.57735
PF15592 118 89 -0.12791 -90.81 0.61634 0.79861
PF15594 118 275 -0.11492 -102.39 0.58486 0.73789
PF15595 103 116 -0.1504 -101.07 0.67782 0.8924
PF15597 102 163 -0.12733 -59.72 0.57204 0.69889
PF15599 94 100 -0.13716 -22.77 0.54972 0.63173
PF15600 195 21 -0.08502 -160.35 0.48724 0.48577
PF15601 131 109 -0.12593 -121.15 0.64567 0.85702
PF15602 158 25 -0.1115 -151.19 0.62228 0.82139
PF15603 79 76 -0.12594 -41.56 0.54869 0.6332
PF15604 177 126 -0.07792 -114.16 0.40441 0.23543
PF15606 75 14 -0.0786 -17.69 0.33086 0.14795
PF15607 117 145 -0.12838 -84.09 0.60905 0.78379
PF15611 431 237 -0.0772 -356.67 0.42218 0.26981
PF15613 132 149 -0.08105 -70.91 0.39411 0.21532
PF15615 168 203 -0.06505 -80.01 0.32317 0.12732
PF15620 258 11 -0.05528 -144.11 0.34395 0.11789
PF15623 289 13 -0.05037 -151.88 0.32945 0.09432
PF15625 174 123 -0.07813 -117.12 0.4091 0.24746
PF15628 102 36 -0.06841 -32.15 0.28631 0.1055
PF15631 83 116 -0.17142 -69.42 0.69295 0.87682
PF15633 101 49 -0.0792 -44.67 0.3714 0.18481
PF15635 118 118 -0.0963 -88.88 0.46918 0.42159
PF15637 103 30 -0.06278 -34.72 0.26808 0.08777
PF15638 206 20 -0.06529 -130.19 0.37144 0.16793
PF15640 132 42 -0.09482 -58.88 0.42128 0.28118
PF15646 134 35 -0.06338 -81.57 0.30875 0.12497
PF15647 108 20 -0.07319 -37.4 0.32023 0.13492
PF15648 102 143 -0.12003 -55.45 0.53487 0.60928
PF15649 88 50 -0.10499 -52.6 0.46909 0.41699
PF15651 96 13 -0.07785 -47.02 0.36681 0.18296
PF15652 103 28 -0.09341 -53.34 0.42223 0.28449
PF15653 87 30 -0.13365 -58.94 0.60254 0.75761
PF15655 129 144 -0.12501 -100.26 0.61444 0.79889
PF15656 129 63 -0.09811 -103.41 0.49359 0.50005
PF15657 70 56 -0.11833 -26.27 0.49397 0.48094
PF15658 137 29 -0.08002 -79.14 0.3951 0.21956
PF15659 87 89 -0.12721 -60.43 0.5832 0.71868
PF15661 637 19 -0.05216 -365.73 0.29904 0.02021
PF15666 88 12 -0.07204 -34.94 0.31208 0.13027
PF15667 247 21 -0.05799 -136.51 0.34745 0.12504
PF15668 367 21 -0.05438 -228.95 0.35348 0.10761
PF15669 258 49 -0.06274 -126.87 0.35269 0.12774
PF15673 278 12 -0.05585 -144.1 0.34334 0.11086
PF15676 552 10 -0.05489 -320.63 0.31373 0.03614
PF15678 406 34 -0.04894 -196.15 0.3237 0.05494
PF15679 100 30 -0.01985 -3.02 0.22807 0.04101
PF15683 147 16 -0.06413 -58.87 0.28536 0.10014
PF15684 128 68 -0.05918 -52.31 0.26687 0.08379
PF15689 88 15 -0.05861 -22.21 0.25379 0.07388
PF15690 313 15 -0.05664 -160.46 0.34856 0.10776
PF15691 415 32 -0.05316 -255.3 0.34066 0.07953
PF15692 84 12 -0.07054 -7.48 0.27455 0.09548
PF15693 179 10 -0.05805 -103.27 0.30592 0.11205
PF15694 254 23 -0.05746 -100.21 0.30138 0.08817
PF15695 87 15 -0.06266 -27.89 0.26556 0.08648
PF15697 114 57 -0.05891 -37.23 0.25869 0.07701
PF15699 124 43 -0.06443 -35.76 0.2703 0.08813
PF15701 163 10 -0.08532 -91.46 0.41144 0.25546
PF15704 187 13 -0.0706 -85.49 0.35484 0.15167
PF15705 131 53 -0.08169 -90.1 0.41222 0.25881
PF15709 513 7 -0.04044 -191.85 0.29263 0.02415
PF15712 668 13 -0.052 -473.57 0.29963 0.0219
PF15717 609 21 -0.05044 -358.35 0.30265 0.02349
PF15727 378 13 -0.0561 -201.67 0.34339 0.08709
PF15733 126 25 -0.06212 -40.69 0.26649 0.08421
PF15734 331 18 -0.05696 -156.99 0.34345 0.09613
PF15735 392 18 -0.05362 -247.66 0.34738 0.09341
PF15736 460 15 -0.04744 -217.85 0.31541 0.04062
PF15737 125 12 -0.04759 -40.45 0.24282 0.05912
PF15745 280 15 -0.05505 -113.4 0.30509 0.08233
PF15748 262 23 -0.0579 -103.58 0.30823 0.09047
PF15751 109 15 -0.06923 -43.27 0.30217 0.11949
PF15752 400 12 -0.05805 -208.1 0.33992 0.07883
PF15753 178 50 -0.04132 -35.74 0.23568 0.04716
PF15754 321 11 -0.06094 -185.31 0.36693 0.14163
PF15760 194 12 -0.07194 -99.57 0.36931 0.16725
PF15764 284 25 -0.05415 -127.75 0.31859 0.08894
PF15768 270 13 -0.05438 -105.83 0.29229 0.07724
PF15769 482 26 -0.05065 -278.68 0.32232 0.04772
PF15770 309 18 -0.05268 -157.15 0.33847 0.09607
PF15772 231 19 -0.05963 -111.64 0.32741 0.11401
PF15773 500 20 -0.05108 -282.43 0.31876 0.04251
PF15775 185 10 -0.06128 -74.88 0.28983 0.09626
PF15776 376 10 -0.057 -195.0 0.34354 0.08768
PF15778 187 32 -0.07271 -94.52 0.36941 0.16857
PF15787 278 412 -0.1313 -301.86 0.75417 0.95251
PF15791 119 16 -0.02793 -5.39 0.22943 0.04265
PF15792 73 17 -0.01344 -0.82 0.22734 0.04065
PF15795 87 111 -0.14019 -41.92 0.59636 0.73952
PF15797 110 53 -0.05867 -24.12 0.25288 0.07131
PF15802 473 46 -0.06498 -328.09 0.36065 0.12397
PF15804 206 38 -0.0585 -100.97 0.30733 0.1053
PF15806 443 12 -0.04779 -283.99 0.33085 0.06185
PF15808 219 11 -0.05788 -93.88 0.29497 0.09234
PF15813 274 49 -0.06375 -195.27 0.40505 0.23583
PF15815 81 35 -0.07174 -9.69 0.28258 0.10233
PF15816 309 13 -0.06919 -168.55 0.38114 0.17428
PF15821 110 28 -0.06535 -23.33 0.26696 0.08598
PF15829 225 13 -0.06563 -149.49 0.38615 0.19148
PF15860 92 422 -0.17293 -53.95 0.67319 0.858
PF15862 192 1 -0.05336 -91.93 0.27545 0.08137
PF15865 355 53 -0.08298 -246.78 0.44305 0.34291
PF15866 261 50 -0.06069 -174.71 0.38316 0.18176
PF15867 69 67 -0.15313 -5.67 0.59601 0.69657
PF15868 89 325 -0.13934 -96.42 0.66031 0.87062
PF15871 359 22 -0.05773 -161.93 0.33991 0.08498
PF15873 55 16 -0.01941 -0.87 0.22854 0.04342
PF15876 159 26 -0.07748 -110.88 0.40686 0.24481
PF15877 452 24 -0.06869 -298.92 0.36879 0.14398
PF15881 91 81 -0.09918 -34.81 0.42623 0.29451
PF15882 281 129 -0.08541 -219.51 0.49334 0.4981
PF15883 186 24 -0.08097 -121.3 0.41566 0.26579
PF15888 118 20 -0.06879 -64.05 0.32652 0.14182
PF15894 53 32 -0.11784 -17.79 0.48709 0.45587
PF15903 345 44 -0.07365 -195.6 0.3964 0.21315
PF15904 90 33 -0.11306 -47.26 0.49573 0.49421
PF15912 275 11 -0.05651 -184.78 0.37331 0.16131
PF15914 57 14 -0.0637 -5.67 0.25883 0.08101
PF15915 156 1503 -0.14195 -178.72 0.74201 0.95703
PF15918 72 12 -0.02945 -2.56 0.23057 0.04618
PF15920 50 17 -0.10346 -12.62 0.43056 0.30693
PF15922 283 25 -0.06311 -192.16 0.39494 0.20896
PF15923 151 14 -0.08257 -72.25 0.39227 0.21146
PF15927 202 161 -0.12642 -88.12 0.54398 0.6551
PF15928 328 20 -0.06121 -213.51 0.38127 0.17416
PF15929 162 11 -0.06331 -76.41 0.30077 0.11153
PF15931 252 263 -0.0903 -204.52 0.52575 0.59338
PF15933 94 101 -0.1091 -57.71 0.49399 0.49181
